Time(s), Pan(degree), Tilt(degree), Ultrasonic(mm), ToF(mm)
2869.76,21.0,72.0,1309.23,1348.0
2869.97,22.0,72.0,1317.98,1348.0
2870.18,23.0,72.0,1316.26,1353.0
2870.4,24.0,72.0,1315.23,1352.0
2870.61,25.0,72.0,1326.55,1353.0
2870.82,26.0,72.0,1310.09,1350.0
2871.03,27.0,72.0,1317.46,1352.0
2871.24,28.0,72.0,1313.35,1348.0
2871.45,29.0,72.0,1331.87,1351.0
2871.67,30.0,72.0,1317.81,1352.0
2871.88,31.0,72.0,1311.46,1355.0
2872.09,32.0,72.0,1323.29,1352.0
2872.3,33.0,72.0,1309.23,1351.0
2872.51,34.0,72.0,1317.98,1349.0
2872.72,35.0,72.0,1317.29,1348.0
2872.94,36.0,72.0,1317.63,1352.0
2873.15,37.0,72.0,1317.63,1348.0
2873.36,38.0,72.0,698.69,1350.0
2873.57,39.0,72.0,1323.47,1351.0
2873.78,40.0,72.0,1324.84,1351.0
2873.99,41.0,72.0,1317.63,1349.0
2874.2,42.0,72.0,1314.72,1350.0
2874.41,43.0,72.0,1322.09,1346.0
2874.63,44.0,72.0,1316.26,1353.0
2874.84,45.0,72.0,1316.09,1350.0
2875.05,46.0,72.0,1318.49,1349.0
2875.26,47.0,72.0,1308.89,1350.0
2875.47,48.0,72.0,1322.95,1348.0
2875.68,49.0,72.0,1308.37,1346.0
2875.9,50.0,72.0,1317.46,1347.0
2876.11,51.0,72.0,1325.01,1352.0
2876.32,52.0,72.0,1311.46,1349.0
2876.53,53.0,72.0,1322.27,1351.0
2876.74,54.0,72.0,1318.83,1355.0
2876.95,55.0,72.0,1317.63,1355.0
2877.17,56.0,72.0,1317.98,1350.0
2877.38,57.0,72.0,1327.07,1353.0
2877.59,58.0,72.0,1318.66,1351.0
2877.8,59.0,72.0,1311.29,1349.0
2878.01,60.0,72.0,1322.78,1348.0
2878.22,61.0,72.0,1313.52,1350.0
2878.44,62.0,72.0,1317.81,1349.0
2878.65,63.0,72.0,1312.32,1348.0
2878.86,64.0,72.0,1315.06,1349.0
2879.07,65.0,72.0,1321.92,1347.0
2879.28,66.0,72.0,1318.83,1350.0
2879.49,67.0,72.0,1317.63,1351.0
2879.71,68.0,72.0,1308.89,1352.0
2879.92,69.0,72.0,1318.32,1346.0
2880.13,70.0,72.0,1314.89,1348.0
2880.34,71.0,72.0,1315.06,1351.0
2880.55,72.0,72.0,1318.49,1347.0
2880.76,73.0,72.0,1309.06,1345.0
2880.97,74.0,72.0,1318.66,1348.0
2881.19,75.0,72.0,1314.2,1353.0
2881.4,76.0,72.0,1317.63,1352.0
2881.61,77.0,72.0,1318.49,1351.0
2881.82,78.0,72.0,1311.63,1348.0
2882.03,79.0,72.0,1317.46,1345.0
2882.24,80.0,72.0,1322.61,1349.0
2882.46,81.0,72.0,1318.49,1346.0
2882.67,82.0,72.0,1311.46,1347.0
2882.88,83.0,72.0,1315.92,1350.0
2883.09,84.0,72.0,1322.27,1349.0
2883.3,85.0,72.0,1313.18,1349.0
2883.51,86.0,72.0,1327.41,1347.0
2883.73,87.0,72.0,1309.75,1348.0
2883.94,88.0,72.0,1317.46,1348.0
2884.15,89.0,72.0,1315.75,1347.0
2884.36,90.0,72.0,1314.89,1348.0
2884.57,91.0,72.0,1322.44,1347.0
2884.78,92.0,72.0,1310.09,1346.0
2885.0,93.0,72.0,1317.63,1348.0
2885.21,94.0,72.0,1313.35,1345.0
2885.42,95.0,72.0,1322.78,1352.0
2885.63,96.0,72.0,1317.63,1346.0
2885.84,97.0,72.0,1311.12,1348.0
2886.05,98.0,72.0,1322.95,1349.0
2886.26,99.0,72.0,1308.89,1349.0
2886.48,100.0,72.0,1317.29,1346.0
2886.69,101.0,72.0,1312.49,1348.0
2886.9,102.0,72.0,1323.98,1349.0
2887.11,103.0,72.0,1317.63,1353.0
2887.32,104.0,72.0,1314.55,1348.0
2887.53,105.0,72.0,1318.49,1344.0
2887.75,106.0,72.0,1308.72,1351.0
2887.96,107.0,72.0,1318.32,1348.0
2888.17,108.0,72.0,1329.12,1346.0
2888.38,109.0,72.0,1319.35,1346.0
2888.59,110.0,72.0,1317.29,1346.0
2888.8,111.0,72.0,1309.75,1348.0
2889.02,112.0,72.0,1318.66,1347.0
2889.23,113.0,72.0,1311.12,1349.0
2889.44,114.0,72.0,1326.38,1349.0
2889.65,115.0,72.0,1327.24,1347.0
2889.86,116.0,72.0,1308.72,1345.0
2890.08,117.0,72.0,1317.46,1348.0
2890.29,118.0,72.0,1309.23,1346.0
2890.5,119.0,72.0,1322.95,1347.0
2890.71,120.0,72.0,1332.21,1349.0
2890.92,121.0,72.0,1315.06,1346.0
2891.13,122.0,72.0,1323.12,1348.0
2891.34,123.0,72.0,1308.54,1349.0
2891.56,124.0,72.0,1317.12,1351.0
2891.77,125.0,72.0,1319.52,1350.0
2891.98,126.0,72.0,1322.78,1345.0
2892.19,127.0,72.0,1326.21,1347.0
2892.4,128.0,72.0,1310.95,1351.0
2892.61,129.0,72.0,1327.07,1352.0
2892.83,130.0,72.0,1308.72,1352.0
2893.04,131.0,72.0,1317.63,1351.0
2893.25,132.0,72.0,1316.61,1348.0
2893.46,133.0,72.0,1315.92,1351.0
2893.67,134.0,72.0,1317.63,1348.0
2893.88,135.0,72.0,1308.72,1350.0
2894.1,136.0,72.0,1322.95,1348.0
2894.31,137.0,72.0,1308.72,1350.0
2894.52,138.0,72.0,1317.12,1347.0
2894.73,139.0,72.0,1315.92,1349.0
2894.94,140.0,72.0,1311.12,1348.0
2895.16,141.0,72.0,1326.21,1349.0
2895.37,142.0,72.0,1313.18,1349.0
2895.58,143.0,72.0,1318.49,1349.0
2895.79,144.0,72.0,1324.15,1347.0
2896.0,145.0,72.0,1328.1,1348.0
2896.21,146.0,72.0,1318.32,1350.0
2896.42,147.0,72.0,1313.0,1344.0
2896.64,148.0,72.0,1325.87,1349.0
2896.85,149.0,72.0,1334.61,1344.0
2897.06,150.0,72.0,1318.49,1349.0
2897.27,151.0,72.0,1315.75,1348.0
2897.48,152.0,72.0,1311.46,1353.0
2897.7,153.0,72.0,1321.75,1353.0
2897.91,154.0,72.0,1314.2,1351.0
2898.12,155.0,72.0,1321.75,1351.0
2898.33,156.0,72.0,1310.95,1352.0
2898.54,157.0,72.0,1315.75,1352.0
2898.75,158.0,72.0,1317.98,1349.0
2898.97,159.0,72.0,1308.72,1351.0
2899.18,160.0,72.0,1322.27,1350.0
2899.39,161.0,72.0,1309.75,1347.0
2899.6,162.0,72.0,1330.5,1351.0
2899.81,163.0,72.0,1314.72,1357.0
2900.02,164.0,72.0,1320.21,1351.0
2900.24,165.0,72.0,1322.78,1349.0
2900.45,166.0,72.0,1313.18,1354.0
2900.66,167.0,72.0,1317.29,1350.0
2900.87,168.0,72.0,1312.32,1351.0
2901.08,169.0,72.0,1317.46,1349.0
2901.29,170.0,72.0,1326.38,1353.0
2901.51,171.0,72.0,1312.32,1352.0
2901.72,172.0,72.0,1318.32,1352.0
2901.93,173.0,72.0,1308.72,1352.0
2902.14,174.0,72.0,1317.12,1355.0
2902.35,175.0,72.0,1312.49,1352.0
2902.56,176.0,72.0,1318.66,1346.0
2902.78,177.0,72.0,1317.29,1354.0
2902.99,178.0,72.0,1318.66,1352.0
2903.2,179.0,72.0,1327.41,1353.0
2903.41,180.0,72.0,1311.12,1350.0
2903.62,181.0,73.0,1326.21,1351.0
2903.83,180.0,73.0,1315.58,1350.0
2904.05,179.0,73.0,1312.15,1346.0
2904.26,178.0,73.0,1317.12,1352.0
2904.47,177.0,73.0,1309.4,1348.0
2904.68,176.0,73.0,1327.07,1349.0
2904.89,175.0,73.0,1319.69,1347.0
2905.1,174.0,73.0,1314.38,1350.0
2905.32,173.0,73.0,1323.12,1346.0
2905.53,172.0,73.0,1309.57,1348.0
2905.74,171.0,73.0,1321.58,1351.0
2905.95,170.0,73.0,1313.18,1351.0
2906.16,169.0,73.0,1318.32,1350.0
2906.37,168.0,73.0,1314.38,1346.0
2906.59,167.0,73.0,1310.77,1347.0
2906.8,166.0,73.0,1318.15,1347.0
2907.01,165.0,73.0,1312.83,1348.0
2907.22,164.0,73.0,1316.95,1345.0
2907.43,163.0,73.0,1316.61,1347.0
2907.64,162.0,73.0,1320.21,1347.0
2907.86,161.0,73.0,1321.41,1349.0
2908.07,160.0,73.0,1308.37,1350.0
2908.28,159.0,73.0,1322.44,1351.0
2908.49,158.0,73.0,1308.54,1347.0
2908.7,157.0,73.0,1316.78,1347.0
2908.91,156.0,73.0,1315.75,1344.0
2909.13,155.0,73.0,1320.21,1351.0
2909.34,154.0,73.0,1317.12,1348.0
2909.55,153.0,73.0,1312.83,1348.0
2909.76,152.0,73.0,1318.32,1349.0
2909.97,151.0,73.0,1310.77,1349.0
2910.18,150.0,73.0,1319.01,1346.0
2910.4,149.0,73.0,1326.9,1346.0
2910.61,148.0,73.0,1313.86,1349.0
2910.82,147.0,73.0,1326.04,1351.0
2911.03,146.0,73.0,1308.03,1347.0
2911.24,145.0,73.0,1317.98,1345.0
2911.45,144.0,73.0,1332.04,1350.0
2911.67,143.0,73.0,1319.01,1348.0
2911.88,142.0,73.0,1326.04,1346.0
2912.09,141.0,73.0,1309.57,1353.0
2912.3,140.0,73.0,1326.04,1349.0
2912.51,139.0,73.0,1310.95,1348.0
2912.72,138.0,73.0,1320.21,1345.0
2912.94,137.0,73.0,1318.15,1348.0
2913.15,136.0,73.0,1317.29,1347.0
2913.36,135.0,73.0,1325.87,1350.0
2913.57,134.0,73.0,1313.69,1346.0
2913.78,133.0,73.0,1321.58,1349.0
2914.0,132.0,73.0,1319.01,1346.0
2914.21,131.0,73.0,1324.49,1347.0
2914.42,130.0,73.0,1318.15,1350.0
2914.63,129.0,73.0,1317.29,1347.0
2914.84,128.0,73.0,1317.29,1348.0
2915.05,127.0,73.0,1311.8,1346.0
2915.26,126.0,73.0,1317.12,1345.0
2915.48,125.0,73.0,1321.58,1347.0
2915.69,124.0,73.0,1311.63,1349.0
2915.9,123.0,73.0,1322.44,1344.0
2916.11,122.0,73.0,1308.54,1346.0
2916.32,121.0,73.0,1316.95,1343.0
2916.53,120.0,73.0,1311.8,1345.0
2916.75,119.0,73.0,1314.72,1342.0
2916.96,118.0,73.0,1316.95,1343.0
2917.17,117.0,73.0,1308.72,1342.0
2917.38,116.0,73.0,1321.58,1343.0
2917.59,115.0,73.0,1321.41,1345.0
2917.8,114.0,73.0,1321.41,1344.0
2918.02,113.0,73.0,1318.15,1349.0
2918.23,112.0,73.0,1323.81,1346.0
2918.44,111.0,73.0,1321.24,1343.0
2918.65,110.0,73.0,1309.23,1347.0
2918.86,109.0,73.0,1317.63,1343.0
2919.07,108.0,73.0,1323.81,1343.0
2919.29,107.0,73.0,1314.2,1349.0
2919.5,106.0,73.0,1317.46,1347.0
2919.71,105.0,73.0,1308.2,1345.0
2919.92,104.0,73.0,1325.87,1347.0
2920.13,103.0,73.0,1309.57,1347.0
2920.34,102.0,73.0,1322.61,1345.0
2920.56,101.0,73.0,1314.55,1342.0
2920.77,100.0,73.0,1315.41,1342.0
2920.98,99.0,73.0,1317.98,1343.0
2921.19,98.0,73.0,1317.12,1349.0
2921.4,97.0,73.0,1330.15,1343.0
2921.61,96.0,73.0,1311.8,1347.0
2921.83,95.0,73.0,1322.95,1345.0
2922.04,94.0,73.0,1316.95,1345.0
2922.25,93.0,73.0,1318.32,1342.0
2922.46,92.0,73.0,1317.12,1344.0
2922.67,91.0,73.0,1308.37,1343.0
2922.88,90.0,73.0,1318.32,1341.0
2923.1,89.0,73.0,1319.35,1339.0
2923.31,88.0,73.0,1314.55,1340.0
2923.52,87.0,73.0,1322.61,1343.0
2923.73,86.0,73.0,1325.35,1344.0
2923.94,85.0,73.0,1317.12,1344.0
2924.15,84.0,73.0,1318.32,1342.0
2924.37,83.0,73.0,1325.87,1347.0
2924.58,82.0,73.0,1330.15,1349.0
2924.79,81.0,73.0,1311.8,1342.0
2925.0,80.0,73.0,1326.55,1343.0
2925.21,79.0,73.0,1316.95,1344.0
2925.42,78.0,73.0,1321.41,1346.0
2925.64,77.0,73.0,1311.46,1347.0
2925.85,76.0,73.0,1314.38,1351.0
2926.06,75.0,73.0,1326.21,1343.0
2926.27,74.0,73.0,1313.86,1345.0
2926.48,73.0,73.0,1316.95,1348.0
2926.69,72.0,73.0,1309.4,1348.0
2926.91,71.0,73.0,1322.61,1347.0
2927.12,70.0,73.0,1323.47,1349.0
2927.33,69.0,73.0,1310.95,1345.0
2927.54,68.0,73.0,1318.15,1346.0
2927.75,67.0,73.0,1308.54,1348.0
2927.96,66.0,73.0,1317.98,1344.0
2928.18,65.0,73.0,1311.97,1344.0
2928.39,64.0,73.0,1321.58,1345.0
2928.6,63.0,73.0,1318.32,1347.0
2928.81,62.0,73.0,1308.54,1347.0
2929.02,61.0,73.0,1317.12,1344.0
2929.23,60.0,73.0,1309.4,1345.0
2929.44,59.0,73.0,1321.58,1342.0
2929.66,58.0,73.0,1314.38,1341.0
2929.87,57.0,73.0,1320.04,1350.0
2930.08,56.0,73.0,1317.12,1343.0
2930.29,55.0,73.0,1308.37,1349.0
2930.5,54.0,73.0,1318.15,1347.0
2930.71,53.0,73.0,1308.54,1347.0
2930.93,52.0,73.0,1321.75,1345.0
2931.14,51.0,73.0,1315.75,1345.0
2931.35,50.0,73.0,1315.58,1346.0
2931.56,49.0,73.0,1318.15,1342.0
2931.77,48.0,73.0,1309.57,1344.0
2931.98,47.0,73.0,1317.12,1346.0
2932.2,46.0,73.0,1325.35,1347.0
2932.41,45.0,73.0,1322.61,1344.0
2932.62,44.0,73.0,1321.58,1346.0
2932.83,43.0,73.0,1309.75,1344.0
2933.04,42.0,73.0,1327.24,1350.0
2933.25,41.0,73.0,1308.37,1345.0
2933.47,40.0,73.0,1318.15,1345.0
2933.68,39.0,73.0,1324.49,1342.0
2933.89,38.0,73.0,1314.55,1341.0
2934.1,37.0,73.0,1317.98,1344.0
2934.31,36.0,73.0,1318.32,1347.0
2934.52,35.0,73.0,1321.92,1346.0
2934.73,34.0,73.0,1309.23,1349.0
2934.95,33.0,73.0,1318.15,1350.0
2935.16,32.0,73.0,1317.12,1347.0
2935.37,31.0,73.0,1316.61,1346.0
2935.58,30.0,73.0,1318.32,1345.0
2935.79,29.0,73.0,1308.54,1344.0
2936.0,28.0,73.0,1327.07,1347.0
2936.22,27.0,73.0,1310.6,1347.0
2936.43,26.0,73.0,1321.41,1347.0
2936.64,25.0,73.0,1322.61,1353.0
2936.85,24.0,73.0,1313.0,1345.0
2937.06,23.0,73.0,1317.12,1345.0
2937.27,22.0,73.0,1314.2,1344.0
2937.49,21.0,73.0,1321.58,1349.0
2937.7,20.0,73.0,1314.72,1345.0
2937.91,19.0,73.0,1315.92,1349.0
2938.12,18.0,73.0,1321.75,1348.0
2938.33,17.0,73.0,1308.54,1344.0
2938.54,16.0,73.0,1318.32,1349.0
2938.76,15.0,73.0,1317.46,1346.0
2938.97,14.0,73.0,1321.92,1347.0
2939.18,13.0,73.0,1322.95,1349.0
2939.39,12.0,73.0,1315.92,1346.0
2939.6,11.0,73.0,1321.58,1347.0
2939.81,10.0,73.0,1309.57,1346.0
2940.03,9.0,73.0,1317.29,1344.0
2940.24,8.0,73.0,1312.49,1349.0
2940.45,7.0,73.0,1317.46,1348.0
2940.66,6.0,73.0,1326.04,1347.0
2940.87,5.0,73.0,1309.57,1350.0
2941.08,4.0,73.0,1330.5,1344.0
2941.29,3.0,73.0,1313.0,1345.0
2941.51,2.0,73.0,1318.32,1350.0
2941.72,1.0,73.0,1314.72,1344.0
2941.93,0.0,73.0,1315.92,1349.0
2942.14,-1.0,74.0,1316.95,1351.0
2942.35,0.0,74.0,1317.29,1349.0
2942.56,1.0,74.0,1317.81,1351.0
2942.78,2.0,74.0,1308.03,1348.0
2942.99,3.0,74.0,1326.9,1346.0
2943.2,4.0,74.0,1315.58,1345.0
2943.41,5.0,74.0,1315.41,1348.0
2943.62,6.0,74.0,1317.81,1346.0
2943.83,7.0,74.0,1308.2,1345.0
2944.05,8.0,74.0,1325.87,1342.0
2944.26,9.0,74.0,1313.86,1344.0
2944.47,10.0,74.0,1316.95,1344.0
2944.68,11.0,74.0,1331.18,1348.0
2944.89,12.0,74.0,1311.8,1346.0
2945.1,13.0,74.0,1321.24,1350.0
2945.31,14.0,74.0,1314.03,1346.0
2945.53,15.0,74.0,1322.44,1346.0
2945.74,16.0,74.0,1315.23,1348.0
2945.95,17.0,74.0,1322.61,1342.0
2946.16,18.0,74.0,1317.98,1345.0
2946.37,19.0,74.0,1313.0,1344.0
2946.58,20.0,74.0,1317.98,1346.0
2946.8,21.0,74.0,1316.78,1344.0
2947.01,22.0,74.0,1326.04,1345.0
2947.22,23.0,74.0,1315.23,1345.0
2947.43,24.0,74.0,1322.95,1350.0
2947.64,25.0,74.0,1317.12,1342.0
2947.85,26.0,74.0,1313.69,1349.0
2948.07,27.0,74.0,1321.58,1341.0
2948.28,28.0,74.0,1312.66,1342.0
2948.49,29.0,74.0,1317.63,1345.0
2948.7,30.0,74.0,1320.55,1342.0
2948.91,31.0,74.0,1319.52,1345.0
2949.12,32.0,74.0,1326.72,1340.0
2949.34,33.0,74.0,1316.78,1346.0
2949.55,34.0,74.0,1316.95,1346.0
2949.76,35.0,74.0,1311.63,1346.0
2949.97,36.0,74.0,1316.95,1346.0
2950.18,37.0,74.0,1316.95,1351.0
2950.39,38.0,74.0,1309.06,1350.0
2950.61,39.0,74.0,1316.78,1346.0
2950.82,40.0,74.0,1321.24,1346.0
2951.03,41.0,74.0,1317.46,1339.0
2951.24,42.0,74.0,1314.38,1343.0
2951.45,43.0,74.0,1327.07,1343.0
2951.66,44.0,74.0,1317.81,1346.0
2951.88,45.0,74.0,1308.03,1341.0
2952.09,46.0,74.0,1325.87,1342.0
2952.3,47.0,74.0,1309.4,1343.0
2952.51,48.0,74.0,1325.7,1343.0
2952.72,49.0,74.0,1321.24,1340.0
2952.93,50.0,74.0,1316.26,1342.0
2953.15,51.0,74.0,1316.78,1344.0
2953.36,52.0,74.0,1312.66,1343.0
2953.57,53.0,74.0,1317.81,1343.0
2953.78,54.0,74.0,1315.23,1341.0
2953.99,55.0,74.0,1321.24,1343.0
2954.2,56.0,74.0,1322.44,1342.0
2954.42,57.0,74.0,1308.03,1342.0
2954.63,58.0,74.0,1317.81,1343.0
2954.84,59.0,74.0,1313.35,1339.0
2955.05,60.0,74.0,1316.61,1345.0
2955.26,61.0,74.0,1315.23,1341.0
2955.47,62.0,74.0,1315.23,1346.0
2955.68,63.0,74.0,1325.7,1340.0
2955.9,64.0,74.0,1313.69,1343.0
2956.11,65.0,74.0,1322.27,1343.0
2956.32,66.0,74.0,1308.2,1340.0
2956.53,67.0,74.0,1317.81,1342.0
2956.74,68.0,74.0,1314.03,1347.0
2956.95,69.0,74.0,1315.06,1342.0
2957.17,70.0,74.0,1318.15,1344.0
2957.38,71.0,74.0,1308.03,1342.0
2957.59,72.0,74.0,1316.78,1345.0
2957.8,73.0,74.0,1315.92,1342.0
2958.01,74.0,74.0,1316.43,1342.0
2958.22,75.0,74.0,1325.7,1341.0
2958.44,76.0,74.0,1309.06,1342.0
2958.65,77.0,74.0,1316.61,1341.0
2958.86,78.0,74.0,1308.03,1340.0
2959.07,79.0,74.0,1317.81,1345.0
2959.28,80.0,74.0,1310.6,1345.0
2959.49,81.0,74.0,1314.38,1344.0
2959.71,82.0,74.0,1326.55,1341.0
2959.92,83.0,74.0,1321.41,1345.0
2960.13,84.0,74.0,1322.09,1339.0
2960.34,85.0,74.0,1309.06,1346.0
2960.55,86.0,74.0,1316.61,1345.0
2960.76,87.0,74.0,1319.52,1346.0
2960.97,88.0,74.0,1311.63,1341.0
2961.19,89.0,74.0,1316.43,1343.0
2961.4,90.0,74.0,1313.18,1341.0
2961.61,91.0,74.0,1316.26,1345.0
2961.82,92.0,74.0,1310.09,1342.0
2962.03,93.0,74.0,1326.38,1339.0
2962.25,94.0,74.0,1325.18,1339.0
2962.46,95.0,74.0,1319.01,1340.0
2962.67,96.0,74.0,1317.46,1341.0
2962.88,97.0,74.0,1307.86,1344.0
2963.09,98.0,74.0,1316.43,1341.0
2963.3,99.0,74.0,1311.46,1342.0
2963.51,100.0,74.0,1327.07,1338.0
2963.73,101.0,74.0,1320.89,1343.0
2963.94,102.0,74.0,1321.92,1339.0
2964.15,103.0,74.0,1317.29,1344.0
2964.36,104.0,74.0,1307.52,1340.0
2964.57,105.0,74.0,1316.61,1347.0
2964.78,106.0,74.0,1315.23,1342.0
2965.0,107.0,74.0,1310.26,1341.0
2965.21,108.0,74.0,1320.89,1343.0
2965.42,109.0,74.0,1321.92,1342.0
2965.63,110.0,74.0,1321.92,1345.0
2965.84,111.0,74.0,1314.72,1340.0
2966.05,112.0,74.0,1318.49,1338.0
2966.27,113.0,74.0,1321.92,1339.0
2966.48,114.0,74.0,1307.86,1343.0
2966.69,115.0,74.0,1320.89,1342.0
2966.9,116.0,74.0,1317.81,1343.0
2967.11,117.0,74.0,1317.46,1343.0
2967.32,118.0,74.0,1314.2,1344.0
2967.54,119.0,74.0,1318.66,1342.0
2967.75,120.0,74.0,1317.63,1342.0
2967.96,121.0,74.0,1307.86,1337.0
2968.17,122.0,74.0,1320.89,1344.0
2968.38,123.0,74.0,1320.38,1345.0
2968.59,124.0,74.0,1317.29,1345.0
2968.81,125.0,74.0,1316.43,1344.0
2969.02,126.0,74.0,1311.29,1339.0
2969.23,127.0,74.0,1326.38,1343.0
2969.44,128.0,74.0,1312.15,1341.0
2969.65,129.0,74.0,1316.43,1344.0
2969.86,130.0,74.0,1311.29,1341.0
2970.08,131.0,74.0,1313.86,1345.0
2970.29,132.0,74.0,1316.26,1344.0
2970.5,133.0,74.0,1308.72,1343.0
2970.71,134.0,74.0,1317.63,1337.0
2970.92,135.0,74.0,1307.86,1343.0
2971.13,136.0,74.0,1317.63,1341.0
2971.35,137.0,74.0,1315.06,1342.0
2971.56,138.0,74.0,1314.72,1345.0
2971.77,139.0,74.0,1316.43,1342.0
2971.98,140.0,74.0,1308.72,1342.0
2972.19,141.0,74.0,1320.89,1344.0
2972.4,142.0,74.0,1310.43,1341.0
2972.62,143.0,74.0,1319.35,1345.0
2972.83,144.0,74.0,1317.46,1340.0
2973.04,145.0,74.0,1312.15,1345.0
2973.25,146.0,74.0,1317.46,1342.0
2973.46,147.0,74.0,1313.18,1344.0
2973.67,148.0,74.0,1320.72,1341.0
2973.89,149.0,74.0,1313.86,1341.0
2974.1,150.0,74.0,1318.66,1346.0
2974.31,151.0,74.0,1317.81,1342.0
2974.52,152.0,74.0,1320.55,1340.0
2974.73,153.0,74.0,1316.43,1342.0
2974.94,154.0,74.0,1311.12,1345.0
2975.16,155.0,74.0,1318.32,1345.0
2975.37,156.0,74.0,1320.89,1344.0
2975.58,157.0,74.0,1308.72,1343.0
2975.79,158.0,74.0,1317.29,1344.0
2976.0,159.0,74.0,1307.52,1345.0
2976.21,160.0,74.0,1317.46,1341.0
2976.43,161.0,74.0,1322.61,1343.0
2976.64,162.0,74.0,1322.78,1345.0
2976.85,163.0,74.0,1321.06,1346.0
2977.06,164.0,74.0,1308.89,1346.0
2977.27,165.0,74.0,1321.06,1348.0
2977.48,166.0,74.0,1310.26,1344.0
2977.7,167.0,74.0,1321.92,1340.0
2977.91,168.0,74.0,1322.09,1343.0
2978.12,169.0,74.0,1314.72,1338.0
2978.33,170.0,74.0,1325.35,1345.0
2978.54,171.0,74.0,1308.72,1342.0
2978.75,172.0,74.0,1325.18,1342.0
2978.97,173.0,74.0,1310.26,1347.0
2979.18,174.0,74.0,1315.06,1347.0
2979.39,175.0,74.0,1317.46,1348.0
2979.6,176.0,74.0,1307.86,1346.0
2979.81,177.0,74.0,1325.52,1341.0
2980.02,178.0,74.0,1313.69,1346.0
2980.24,179.0,74.0,1315.92,1339.0
2980.45,180.0,74.0,1314.03,1349.0
2980.66,181.0,75.0,1320.38,1338.0
2980.87,180.0,75.0,1317.29,1345.0
2981.08,179.0,75.0,1316.61,1339.0
2981.3,178.0,75.0,1316.43,1346.0
2981.51,177.0,75.0,1311.29,1341.0
2981.72,176.0,75.0,1322.78,1344.0
2981.93,175.0,75.0,1316.43,1344.0
2982.14,174.0,75.0,1313.18,1345.0
2982.35,173.0,75.0,1326.21,1343.0
2982.56,172.0,75.0,1307.34,1342.0
2982.78,171.0,75.0,1316.09,1345.0
2982.99,170.0,75.0,1319.52,1343.0
2983.2,169.0,75.0,1313.52,1338.0
2983.41,168.0,75.0,1316.26,1347.0
2983.62,167.0,75.0,1308.54,1343.0
2983.83,166.0,75.0,1317.29,1345.0
2984.05,165.0,75.0,1314.72,1346.0
2984.26,164.0,75.0,1315.06,1344.0
2984.47,163.0,75.0,1321.75,1343.0
2984.68,162.0,75.0,1312.32,1344.0
2984.89,161.0,75.0,1316.43,1339.0
2985.1,160.0,75.0,1308.54,1346.0
2985.32,159.0,75.0,1316.26,1345.0
2985.53,158.0,75.0,1318.15,1341.0
2985.74,157.0,75.0,1319.18,1346.0
2985.95,156.0,75.0,1317.12,1342.0
2986.16,155.0,75.0,1316.43,1345.0
2986.38,154.0,75.0,1320.38,1344.0
2986.59,153.0,75.0,1319.86,1341.0
2986.8,152.0,75.0,1335.98,1344.0
2987.01,151.0,75.0,1316.26,1341.0
2987.22,150.0,75.0,1309.92,1343.0
2987.43,149.0,75.0,1317.29,1344.0
2987.64,148.0,75.0,1311.97,1344.0
2987.86,147.0,75.0,1316.26,1344.0
2988.07,146.0,75.0,1318.83,1342.0
2988.28,145.0,75.0,1319.01,1344.0
2988.49,144.0,75.0,1316.43,1343.0
2988.7,143.0,75.0,1311.46,1337.0
2988.91,142.0,75.0,1317.12,1342.0
2989.13,141.0,75.0,1323.12,1344.0
2989.34,140.0,75.0,1329.3,1341.0
2989.55,139.0,75.0,1325.01,1345.0
2989.76,138.0,75.0,1319.52,1341.0
2989.97,137.0,75.0,1320.55,1344.0
2990.19,136.0,75.0,1316.43,1338.0
2990.4,135.0,75.0,1317.63,1344.0
2990.61,134.0,75.0,1319.18,1340.0
2990.82,133.0,75.0,1326.9,1341.0
2991.03,132.0,75.0,1316.26,1342.0
2991.24,131.0,75.0,1313.0,1339.0
2991.46,130.0,75.0,1317.46,1338.0
2991.67,129.0,75.0,1314.55,1341.0
2991.88,128.0,75.0,1320.55,1341.0
2992.09,127.0,75.0,1317.12,1336.0
2992.3,126.0,75.0,1319.01,1342.0
2992.51,125.0,75.0,1315.41,1339.0
2992.73,124.0,75.0,1313.35,1342.0
2992.94,123.0,75.0,1330.5,1337.0
2993.15,122.0,75.0,1323.12,1342.0
2993.36,121.0,75.0,1326.72,1343.0
2993.57,120.0,75.0,1317.12,1335.0
2993.78,119.0,75.0,1313.0,1342.0
2994.0,118.0,75.0,1316.26,1339.0
2994.21,117.0,75.0,1313.18,1338.0
2994.42,116.0,75.0,1321.75,1342.0
2994.63,115.0,75.0,1320.72,1336.0
2994.84,114.0,75.0,1309.4,1346.0
2995.05,113.0,75.0,1326.21,1340.0
2995.27,112.0,75.0,1317.46,1341.0
2995.48,111.0,75.0,1325.18,1339.0
2995.69,110.0,75.0,1314.38,1339.0
2995.9,109.0,75.0,1323.12,1336.0
2996.11,108.0,75.0,1329.3,1341.0
2996.32,107.0,75.0,1311.97,1338.0
2996.54,106.0,75.0,1320.89,1342.0
2996.75,105.0,75.0,1321.75,1336.0
2996.96,104.0,75.0,1320.72,1342.0
2997.17,103.0,75.0,1316.09,1339.0
2997.38,102.0,75.0,1310.77,1339.0
2997.59,101.0,75.0,1317.46,1342.0
2997.81,100.0,75.0,1307.17,1337.0
2998.02,99.0,75.0,1317.29,1340.0
